Type,Invoice Date,Invoice No,Due Date,Customer,Source Code,Global Tax calculation,Product/Service,Product/Service Quantity,Product/Service Unit Price,Product/Service Tax Rate,Product/Service Tax Amount,Product/Service Class,Currency Code,Exchange Rate,Amount,Total Invoice Amount,Status
Invoice,2025-02-18T00:00:00,JTW101414,,Melbcon Pty Ltd ,,TaxInclusive,INSTALLATION ,1.0,15493.493333,GST,0,,,,11620.12,87496.42,Closed
Invoice,2025-02-18T00:00:00,JTW101414,,Melbcon Pty Ltd ,,TaxInclusive,SALTO XS4 BLE LOCKER LOCK suit,20.0,515.405,GST,0,,,,10308.09,87496.42,Closed
Invoice,2025-02-18T00:00:00,JTW101414,,Melbcon Pty Ltd ,,TaxInclusive,,20.0,0.99,GST,0,,,,19.8,87496.42,Closed
Invoice,2025-02-19T00:00:00,JTW101415,,Cardinia Shire Council,,TaxInclusive,,10.0,90.0,GST,0,,,,900.0,990.0,Closed
Invoice,2025-02-19T00:00:00,JTW101416,,Swiss Club of Victoria,,TaxInclusive,STANDARD ONSITE CHARGE,1.0,100.0,GST,0,,,,100.0,330.0,Closed
Invoice,2025-02-19T00:00:00,JTW101416,,Swiss Club of Victoria,,TaxInclusive,1 HOURS LABOUR,2.0,100.0,GST,0,,,,200.0,330.0,Closed
Invoice,2025-02-19T00:00:00,JTW101417,,Mentone Grammar,,TaxInclusive,STANDARD ONSITE CHARGE,1.0,100.0,GST,0,,,,100.0,451.0,Closed
Invoice,2025-02-19T00:00:00,JTW101417,,Mentone Grammar,,TaxInclusive,1 HOURS LABOUR,2.0,100.0,GST,0,,,,200.0,451.0,Closed
Invoice,2025-02-19T00:00:00,JTW101417,,Mentone Grammar,,TaxInclusive,"Honeywell Fire Smoke Detector,",1.0,110.0,GST,0,,,,110.0,451.0,Closed
Invoice,2025-02-19T00:00:00,JTW101418,,Cardinia Shire Council,,TaxInclusive,STANDARD ONSITE CHARGE,1.0,100.0,GST,0,,,,100.0,330.0,Closed
Invoice,2025-02-19T00:00:00,JTW101418,,Cardinia Shire Council,,TaxInclusive,1 HOURS LABOUR,2.0,100.0,GST,0,,,,200.0,330.0,Closed
Invoice,2025-02-19T00:00:00,JTW101419,,Aquinas College,,TaxInclusive,,2.0,811.19,GST,0,,,,1622.38,2004.62,Closed
Invoice,2025-02-19T00:00:00,JTW101419,,Aquinas College,,TaxInclusive,STANDARD ONSITE CHARGE,1.0,100.0,GST,0,,,,100.0,2004.62,Closed
Invoice,2025-02-19T00:00:00,JTW101419,,Aquinas College,,TaxInclusive,1 HOURS LABOUR,1.0,100.0,GST,0,,,,100.0,2004.62,Closed
Invoice,2025-02-19T00:00:00,JTW101420,,Saints College,,TaxInclusive,STANDARD ONSITE CHARGE,1.0,100.0,GST,0,,,,100.0,1559.51,Closed
Invoice,2025-02-19T00:00:00,JTW101420,,Saints College,,TaxInclusive,1 HOURS LABOUR,3.0,100.0,GST,0,,,,300.0,1559.51,Closed
Invoice,2025-02-19T00:00:00,JTW101420,,Saints College,,TaxInclusive,,1.0,1017.74,GST,0,,,,1017.74,1559.51,Closed
Invoice,2025-02-19T00:00:00,JTW101421,,Cardinia Shire Council,,TaxInclusive,STANDARD ONSITE CHARGE,1.0,100.0,GST,0,,,,100.0,302.5,Closed
Invoice,2025-02-19T00:00:00,JTW101421,,Cardinia Shire Council,,TaxInclusive,1 HOURS LABOUR,1.0,100.0,GST,0,,,,100.0,302.5,Closed
Invoice,2025-02-19T00:00:00,JTW101421,,Cardinia Shire Council,,TaxInclusive,DESCRIPTION,1.0,75.0,GST,0,,,,75.0,302.5,Closed
Invoice,2025-02-23T00:00:00,JTW101422,,Cardinia Shire Council,,TaxInclusive,,4.0,80.0,GST,0,,,,320.0,704.0,Closed
Invoice,2025-02-23T00:00:00,JTW101422,,Cardinia Shire Council,,TaxInclusive,,4.0,80.0,GST,0,,,,320.0,704.0,Closed
Invoice,2025-02-23T00:00:00,JTW101423,,Cardinia Shire Council,,TaxInclusive,DESCRIPTION,1.0,498.0,GST,0,,,,498.0,547.8,Closed
Invoice,2025-02-23T00:00:00,JTW101424,,Cardinia Shire Council,,TaxInclusive,STANDARD ONSITE CHARGE,1.0,100.0,GST,0,,,,100.0,457.6,Closed
Invoice,2025-02-23T00:00:00,JTW101424,,Cardinia Shire Council,,TaxInclusive,,1.0,48.0,GST,0,,,,48.0,457.6,Closed
Invoice,2025-02-23T00:00:00,JTW101424,,Cardinia Shire Council,,TaxInclusive,CARD - SWBL83/45QAKSC PADLOCK ,1.0,168.0,GST,0,,,,168.0,457.6,Closed
Invoice,2025-02-23T00:00:00,JTW101424,,Cardinia Shire Council,,TaxInclusive,1 HOURS LABOUR,1.0,100.0,GST,0,,,,100.0,457.6,Closed
Invoice,2025-02-23T00:00:00,JTW101425,,Cardinia Shire Council,,TaxInclusive,STANDARD ONSITE CHARGE,1.0,100.0,GST,0,,,,100.0,220.0,Closed
Invoice,2025-02-23T00:00:00,JTW101425,,Cardinia Shire Council,,TaxInclusive,1 HOURS LABOUR,1.0,100.0,GST,0,,,,100.0,220.0,Closed
Invoice,2025-02-24T00:00:00,JTW101426,,Buxton,,TaxInclusive,POSTAGE,1.0,12.0,GST,0,,,,12.0,183.7,Closed
Invoice,2025-02-24T00:00:00,JTW101426,,Buxton,,TaxInclusive,"IR SIFER-P Fob, DESFire, EV2, ",10.0,15.5,GST,0,,,,155.0,183.7,Closed
Invoice,2025-02-25T00:00:00,JTW101427,,Cardinia Shire Council,,TaxInclusive,Hanwha Wisenet WAVE 1x IP Came,11.0,215.0,GST,0,,,,2365.0,15066.15,Closed
Invoice,2025-02-25T00:00:00,JTW101427,,Cardinia Shire Council,,TaxInclusive,,11.0,184.5,GST,0,,,,2029.5,15066.15,Closed
Invoice,2025-02-25T00:00:00,JTW101427,,Cardinia Shire Council,,TaxInclusive,,1.0,437.0,GST,0,,,,437.0,15066.15,Closed
Invoice,2025-02-25T00:00:00,JTW101427,,Cardinia Shire Council,,TaxInclusive,CONNECTORS/CABLE/CONDUIT,1.0,500.0,GST,0,,,,500.0,15066.15,Closed
Invoice,2025-02-25T00:00:00,JTW101427,,Cardinia Shire Council,,TaxInclusive,INSTALLATION ,1.0,2500.0,GST,0,,,,2500.0,15066.15,Closed
Invoice,2025-02-25T00:00:00,JTW101427,,Cardinia Shire Council,,TaxInclusive,,11.0,215.0,GST,0,,,,2365.0,15066.15,Closed
Invoice,2025-02-25T00:00:00,JTW101427,,Cardinia Shire Council,,TaxInclusive,,1.0,3500.0,GST,0,,,,3500.0,15066.15,Closed
Invoice,2025-02-28T00:00:00,JTW101428,,Alarm Assets Group,,TaxInclusive,STANDARD ONSITE CHARGE,1.0,100.0,GST,0,,,,100.0,275.0,Closed
Invoice,2025-02-28T00:00:00,JTW101428,,Alarm Assets Group,,TaxInclusive,PER KILOMETER,50.0,1.0,GST,0,,,,50.0,275.0,Closed
Invoice,2025-02-28T00:00:00,JTW101428,,Alarm Assets Group,,TaxInclusive,1 HOURS LABOUR,1.0,100.0,GST,0,,,,100.0,275.0,Closed
Invoice,2025-03-01T00:00:00,JTW101429,,MBE POINT COOK,,TaxInclusive,GSM ALARM MONITORING ,1.0,45.1,GST,0,,,,45.1,45.1,Closed
Invoice,2025-03-01T00:00:00,JTW101430,,New Plumbing Solutions ,,TaxInclusive,GSM ALARM MONITORING ,2.0,43.64,GST,0,,,,87.28,96.01,Closed
Invoice,2025-03-01T00:00:00,JTW101431,,Ausgroup Alliance,,TaxInclusive,GSM ALARM MONITORING ,1.0,45.0,GST,0,,,,45.0,49.5,Closed
Invoice,2025-03-01T00:00:00,JTW101432,,DINEAMIC,,TaxInclusive,GSM ALARM MONITORING ,1.0,41.5,GST,0,,,,41.5,45.65,Closed
Invoice,2025-03-01T00:00:00,JTW101433,,Marcel Harvey,,TaxInclusive,GSM ALARM MONITORING ,1.0,34.2,GST,0,,,,34.2,37.62,Closed
Invoice,2025-03-01T00:00:00,JTW101434,,Locksmith Services ,,TaxInclusive,GSM ALARM MONITORING ,1.0,50.0,GST,0,,,,50.0,55.0,Closed
Invoice,2025-03-01T00:00:00,JTW101435,,Amit ,,TaxInclusive,SKYCOMMAND NOTIFICATIONS ,3.0,11.0,GST,0,,,,33.0,33.0,Closed
Invoice,2025-03-01T00:00:00,JTW101436,,Texco Contracting Pty Ltd ,,TaxInclusive,SKYCOMMAND NOTIFICATIONS ,3.0,11.0,GST,0,,,,33.0,33.0,Closed
Invoice,2025-03-01T00:00:00,JTW101437,,Ultra Fine Foods Victoria Office,,TaxInclusive,GSM ALARM MONITORING ,1.0,48.0,GST,0,,,,48.0,48.0,Closed
Invoice,2025-03-02T00:00:00,JTW101439,,Alba Thermal Springs,,TaxInclusive,STANDARD ONSITE CHARGE,1.0,100.0,GST,0,,,,100.0,1338.12,Closed
Invoice,2025-03-02T00:00:00,JTW101439,,Alba Thermal Springs,,TaxInclusive,,1.0,1016.47,GST,0,,,,1016.47,1338.12,Closed
Invoice,2025-03-02T00:00:00,JTW101439,,Alba Thermal Springs,,TaxInclusive,1 HOURS LABOUR,1.0,100.0,GST,0,,,,100.0,1338.12,Closed
Invoice,2025-03-02T00:00:00,JTW101440,,Cardinia Shire Council,,TaxInclusive,STANDARD ONSITE CHARGE,1.0,100.0,GST,0,,,,100.0,330.0,Closed
Invoice,2025-03-02T00:00:00,JTW101440,,Cardinia Shire Council,,TaxInclusive,1 HOURS LABOUR,2.0,100.0,GST,0,,,,200.0,330.0,Closed
Invoice,2025-03-02T00:00:00,JTW101441,,Eclat,,TaxInclusive,STANDARD ONSITE CHARGE,1.0,100.0,GST,0,,,,100.0,696.3,Closed
Invoice,2025-03-02T00:00:00,JTW101441,,Eclat,,TaxInclusive,,1.0,413.0,GST,0,,,,413.0,696.3,Closed
Invoice,2025-03-02T00:00:00,JTW101441,,Eclat,,TaxInclusive,INSTALLATION ,1.0,120.0,GST,0,,,,120.0,696.3,Closed
Invoice,2025-03-02T00:00:00,JTW101442,,Monterey Secondary College,,TaxInclusive,STANDARD ONSITE CHARGE,1.0,100.0,GST,0,,,,100.0,338.8,Closed
Invoice,2025-03-02T00:00:00,JTW101442,,Monterey Secondary College,,TaxInclusive,1 HOURS LABOUR,1.0,100.0,GST,0,,,,100.0,338.8,Closed
Invoice,2025-03-02T00:00:00,JTW101442,,Monterey Secondary College,,TaxInclusive,,1.0,108.0,GST,0,,,,108.0,338.8,Closed
Invoice,2025-03-02T00:00:00,JTW101443,,Mentone Grammar,,TaxInclusive,STANDARD ONSITE CHARGE,1.0,100.0,GST,0,,,,100.0,405.9,Closed
Invoice,2025-03-02T00:00:00,JTW101443,,Mentone Grammar,,TaxInclusive,12V 7.0Ah Sealed Lead Acid Bat,1.0,39.0,GST,0,,,,39.0,405.9,Closed
Invoice,2025-03-02T00:00:00,JTW101443,,Mentone Grammar,,TaxInclusive,CR123A BATTERY ,3.0,10.0,GST,0,,,,30.0,405.9,Closed
Invoice,2025-03-02T00:00:00,JTW101443,,Mentone Grammar,,TaxInclusive,1 HOURS LABOUR,2.0,100.0,GST,0,,,,200.0,405.9,Closed
Invoice,2025-03-02T00:00:00,JTW101444,,Minaret College,,TaxInclusive,16Port POE Switch,1.0,385.0,GST,0,,,,385.0,940.5,Closed
Invoice,2025-03-02T00:00:00,JTW101444,,Minaret College,,TaxInclusive,,1.0,470.0,GST,0,,,,470.0,940.5,Closed
Invoice,2025-03-02T00:00:00,JTW101445,,Minaret College,,TaxInclusive,STANDARD ONSITE CHARGE,1.0,100.0,GST,0,,,,100.0,2333.1,Closed
Invoice,2025-03-02T00:00:00,JTW101445,,Minaret College,,TaxInclusive,,1.0,330.0,GST,0,,,,330.0,2333.1,Closed
Invoice,2025-03-02T00:00:00,JTW101445,,Minaret College,,TaxInclusive,,1.0,65.0,GST,0,,,,65.0,2333.1,Closed
Invoice,2025-03-02T00:00:00,JTW101445,,Minaret College,,TaxInclusive,INSTALLATION ,1.0,1200.0,GST,0,,,,1200.0,2333.1,Closed
Invoice,2025-03-02T00:00:00,JTW101445,,Minaret College,,TaxInclusive,DESCRIPTION,2.0,88.0,GST,0,,,,176.0,2333.1,Closed
Invoice,2025-03-02T00:00:00,JTW101445,,Minaret College,,TaxInclusive,CONNECTORS/CABLE/CONDUIT,1.0,250.0,GST,0,,,,250.0,2333.1,Closed
Invoice,2025-03-02T00:00:00,JTW101446,,Cardinia Shire Council,,TaxInclusive,STANDARD ONSITE CHARGE,1.0,100.0,GST,0,,,,100.0,220.0,Closed
Invoice,2025-03-02T00:00:00,JTW101446,,Cardinia Shire Council,,TaxInclusive,1 HOURS LABOUR,1.0,100.0,GST,0,,,,100.0,220.0,Closed
Invoice,2025-03-02T00:00:00,JTW101447,,Kilvington Grammar School,,TaxInclusive,STANDARD ONSITE CHARGE,1.0,100.0,GST,0,,,,100.0,463.1,Closed
Invoice,2025-03-02T00:00:00,JTW101447,,Kilvington Grammar School,,TaxInclusive,Multipath T4000 Lite 4G,1.0,221.0,GST,0,,,,221.0,463.1,Closed
Invoice,2025-03-02T00:00:00,JTW101447,,Kilvington Grammar School,,TaxInclusive,1 HOURS LABOUR,1.0,100.0,GST,0,,,,100.0,463.1,Closed
Invoice,2025-03-03T00:00:00,JTW101448,,UDLM Group,,TaxInclusive,CARD - RCUT BI-LOCK,1.0,29.5,GST,0,,,,29.5,32.45,Closed
Invoice,2025-03-05T00:00:00,JTW101449,,Minaret College,,TaxInclusive,,26.0,178.0,GST,0,,,,4628.0,5090.8,Closed
Invoice,2025-03-05T00:00:00,JTW101450,,Cardinia Shire Council,,TaxInclusive,,8.0,605.8,GST,0,,,,4846.4,17839.14,Closed
Invoice,2025-03-05T00:00:00,JTW101450,,Cardinia Shire Council,,TaxInclusive,SALTO XS4 2.0 WRD BLE DESfire ,8.0,500.0,GST,0,,,,4000.0,17839.14,Closed
Invoice,2025-03-05T00:00:00,JTW101450,,Cardinia Shire Council,,TaxInclusive,"CS 5 Amp Power Supply, with AC",1.0,199.0,GST,0,,,,199.0,17839.14,Closed
Invoice,2025-03-05T00:00:00,JTW101450,,Cardinia Shire Council,,TaxInclusive,12V 7.0Ah Sealed Lead Acid Bat,1.0,39.0,GST,0,,,,39.0,17839.14,Closed
Invoice,2025-03-05T00:00:00,JTW101450,,Cardinia Shire Council,,TaxInclusive,INSTALLATION ,1.0,1600.0,GST,0,,,,1600.0,17839.14,Closed
Invoice,2025-03-05T00:00:00,JTW101450,,Cardinia Shire Council,,TaxInclusive,"Inception Controller Kit 5, Me",1.0,2750.0,GST,0,,,,2750.0,17839.14,Closed
Invoice,2025-03-05T00:00:00,JTW101450,,Cardinia Shire Council,,TaxInclusive,INSTALLATION ,1.0,1750.0,GST,0,,,,1750.0,17839.14,Closed
Invoice,2025-03-05T00:00:00,JTW101450,,Cardinia Shire Council,,TaxInclusive,IR - Paradox RF Transceiver - ,1.0,733.0,GST,0,,,,733.0,17839.14,Closed
Invoice,2025-03-05T00:00:00,JTW101450,,Cardinia Shire Council,,TaxInclusive,Emergency PANIC Pendant,6.0,50.0,GST,0,,,,300.0,17839.14,Closed
Invoice,2025-03-05T00:00:00,JTW101451,,Catherine McAuley College,,TaxInclusive,SALTO MIFARE 1K FOB BLU FRAME ,1.0,110.5,GST,0,,,,110.5,138.05,Closed
Invoice,2025-03-05T00:00:00,JTW101451,,Catherine McAuley College,,TaxInclusive,POSTAGE,1.0,15.0,GST,0,,,,15.0,138.05,Closed
Invoice,2025-03-05T00:00:00,JTW101452,,Eclat,,TaxInclusive,,1.0,109.0,GST,0,,,,109.0,129.75,Closed
Invoice,2025-03-05T00:00:00,JTW101452,,Eclat,,TaxInclusive,POSTAGE,1.0,8.95,GST,0,,,,8.95,129.75,Closed
Invoice,2025-03-05T00:00:00,JTW101453,,Aquinas College,,TaxInclusive,STANDARD ONSITE CHARGE,1.0,100.0,GST,0,,,,100.0,2600.8,Closed
Invoice,2025-03-05T00:00:00,JTW101453,,Aquinas College,,TaxInclusive,SALTO XS4 2.0 ETHERNET AUX. CU,1.0,814.51,GST,0,,,,814.51,2600.8,Closed
Invoice,2025-03-05T00:00:00,JTW101453,,Aquinas College,,TaxInclusive,1 HOURS LABOUR,4.0,100.0,GST,0,,,,400.0,2600.8,Closed
Invoice,2025-03-05T00:00:00,JTW101453,,Aquinas College,,TaxInclusive,,1.0,1049.85,GST,0,,,,1049.85,2600.8,Closed
Invoice,2025-03-06T00:00:00,JTW101454,,Luther College,,TaxInclusive,STANDARD ONSITE CHARGE,1.0,100.0,GST,0,,,,100.0,2122.35,Closed
Invoice,2025-03-06T00:00:00,JTW101454,,Luther College,,TaxInclusive,SALTO XS4 2.0 ETHERNET ONLINE ,1.0,1529.41,GST,0,,,,1529.41,2122.35,Closed
Invoice,2025-03-06T00:00:00,JTW101454,,Luther College,,TaxInclusive,1 HOURS LABOUR,3.0,100.0,GST,0,,,,300.0,2122.35,Closed
Invoice,2025-03-11T00:00:00,JTW101455,,Cardinia Shire Council,,TaxInclusive,STANDARD ONSITE CHARGE,1.0,100.0,GST,0,,,,100.0,264.0,Closed
Invoice,2025-03-11T00:00:00,JTW101455,,Cardinia Shire Council,,TaxInclusive,1 HOURS LABOUR,1.0,100.0,GST,0,,,,100.0,264.0,Closed
Invoice,2025-03-11T00:00:00,JTW101455,,Cardinia Shire Council,,TaxInclusive, D/LATCH 530-12 SC 60MM B/SET,1.0,40.0,GST,0,,,,40.0,264.0,Closed
Invoice,2025-03-11T00:00:00,JTW101456,,Bunurong Land Council Aboriginal Corporation,,TaxInclusive,STANDARD ONSITE CHARGE,1.0,100.0,GST,0,,,,100.0,385.0,Closed
Invoice,2025-03-11T00:00:00,JTW101456,,Bunurong Land Council Aboriginal Corporation,,TaxInclusive,1 HOURS LABOUR,2.5,100.0,GST,0,,,,250.0,385.0,Closed
Invoice,2025-03-11T00:00:00,JTW101457,,Warrandale Industries Pty Ltd,,TaxInclusive,STANDARD ONSITE CHARGE,1.0,100.0,GST,0,,,,50.0,5820.82,Closed
Invoice,2025-03-11T00:00:00,JTW101457,,Warrandale Industries Pty Ltd,,TaxInclusive,,5.0,1017.74,GST,0,,,,2544.35,5820.82,Closed
Invoice,2025-03-11T00:00:00,JTW101457,,Warrandale Industries Pty Ltd,,TaxInclusive,,2.0,605.8,GST,0,,,,605.8,5820.82,Closed
Invoice,2025-03-11T00:00:00,JTW101457,,Warrandale Industries Pty Ltd,,TaxInclusive,SALTO XS4 2.0 WRD BLE DESfire ,2.0,570.0,GST,0,,,,570.0,5820.82,Closed
Invoice,2025-03-11T00:00:00,JTW101457,,Warrandale Industries Pty Ltd,,TaxInclusive,"CS 5 Amp Power Supply, with AC",1.0,199.0,GST,0,,,,99.5,5820.82,Closed
Invoice,2025-03-11T00:00:00,JTW101457,,Warrandale Industries Pty Ltd,,TaxInclusive,12V 7.0Ah Sealed Lead Acid Bat,1.0,22.0,GST,0,,,,11.0,5820.82,Closed
Invoice,2025-03-11T00:00:00,JTW101457,,Warrandale Industries Pty Ltd,,TaxInclusive,,1.0,370.0,GST,0,,,,185.0,5820.82,Closed
Invoice,2025-03-11T00:00:00,JTW101457,,Warrandale Industries Pty Ltd,,TaxInclusive,,5.0,108.0,GST,0,,,,270.0,5820.82,Closed
Invoice,2025-03-11T00:00:00,JTW101457,,Warrandale Industries Pty Ltd,,TaxInclusive,INSTALLATION ,1.0,1800.0,GST,0,,,,900.0,5820.82,Closed
Invoice,2025-03-11T00:00:00,JTW101457,,Warrandale Industries Pty Ltd,,TaxInclusive,,4.0,28.0,GST,0,,,,56.0,5820.82,Closed
Invoice,2025-03-12T00:00:00,JTW101458,,Minaret College,,TaxInclusive,,10.0,61.5,GST,0,,,,615.0,4143.7,Closed
Invoice,2025-03-12T00:00:00,JTW101458,,Minaret College,,TaxInclusive,,10.0,5.5,GST,0,,,,55.0,4143.7,Closed
Invoice,2025-03-12T00:00:00,JTW101458,,Minaret College,,TaxInclusive,,10.0,44.4,GST,0,,,,444.0,4143.7,Closed
Invoice,2025-03-12T00:00:00,JTW101458,,Minaret College,,TaxInclusive,,5.0,131.0,GST,0,,,,655.0,4143.7,Closed
Invoice,2025-03-12T00:00:00,JTW101458,,Minaret College,,TaxInclusive,,6.0,333.0,GST,0,,,,1998.0,4143.7,Closed
Invoice,2025-03-12T00:00:00,JTW101459,,Killester College,,TaxInclusive,,1.0,1016.47,GST,0,,,,1016.47,1646.06,Closed
Invoice,2025-03-12T00:00:00,JTW101459,,Killester College,,TaxInclusive,Bluenet option per door ,1.0,166.95,GST,0,,,,166.95,1646.06,Closed
Invoice,2025-03-12T00:00:00,JTW101459,,Killester College,,TaxInclusive,INSTALLATION ,1.0,130.0,GST,0,,,,130.0,1646.06,Closed
Invoice,2025-03-12T00:00:00,JTW101459,,Killester College,,TaxInclusive,30mm Backset MORTICE LOCK,1.0,183.0,GST,0,,,,183.0,1646.06,Closed
Invoice,2025-03-12T00:00:00,JTW101460,,Lang Lang Community Recreation Reserve Community A,,TaxInclusive,CARD - SWBL83/45QAKSC PADLOCK ,2.0,168.0,GST,0,,,,336.0,369.6,Closed
Invoice,2025-03-13T00:00:00,JTW101461,,Cardinia Shire Council,,TaxInclusive,STANDARD ONSITE CHARGE,1.0,100.0,GST,0,,,,100.0,220.0,Closed
Invoice,2025-03-13T00:00:00,JTW101461,,Cardinia Shire Council,,TaxInclusive,1 HOURS LABOUR,1.0,100.0,GST,0,,,,100.0,220.0,Closed
Invoice,2025-03-13T00:00:00,JTW101462,,Cardinia Shire Council,,TaxInclusive,STANDARD ONSITE CHARGE,1.0,100.0,GST,0,,,,100.0,220.0,Closed
Invoice,2025-03-13T00:00:00,JTW101462,,Cardinia Shire Council,,TaxInclusive,1 HOURS LABOUR,1.0,100.0,GST,0,,,,100.0,220.0,Closed
Invoice,2025-03-13T00:00:00,JTW101463,,Cardinia Shire Council,,TaxInclusive,STANDARD ONSITE CHARGE,1.0,100.0,GST,0,,,,100.0,547.75,Closed
Invoice,2025-03-13T00:00:00,JTW101463,,Cardinia Shire Council,,TaxInclusive,1 HOURS LABOUR,3.0,100.0,GST,0,,,,300.0,547.75,Closed
Invoice,2025-03-13T00:00:00,JTW101463,,Cardinia Shire Council,,TaxInclusive,,1.0,41.95,GST,0,,,,41.95,547.75,Closed
Invoice,2025-03-13T00:00:00,JTW101463,,Cardinia Shire Council,,TaxInclusive,PUSH PLATE 21707NNSS,2.0,28.0,GST,0,,,,56.0,547.75,Closed
Invoice,2025-03-16T00:00:00,JTW101464,,Luther College,,TaxInclusive,STANDARD ONSITE CHARGE,1.0,100.0,GST,0,,,,100.0,165.0,Closed
Invoice,2025-03-16T00:00:00,JTW101464,,Luther College,,TaxInclusive,1 HOURS LABOUR,0.5,100.0,GST,0,,,,50.0,165.0,Closed
Invoice,2025-03-16T00:00:00,JTW101465,,Minaret College,,TaxInclusive,STANDARD ONSITE CHARGE,1.0,100.0,GST,0,,,,100.0,272.8,Closed
Invoice,2025-03-16T00:00:00,JTW101465,,Minaret College,,TaxInclusive,1 HOURS LABOUR,1.0,100.0,GST,0,,,,100.0,272.8,Closed
Invoice,2025-03-16T00:00:00,JTW101465,,Minaret College,,TaxInclusive,DESCRIPTION,1.0,48.0,GST,0,,,,48.0,272.8,Closed
Invoice,2025-03-16T00:00:00,JTW101466,,Cardinia Shire Council,,TaxInclusive,STANDARD ONSITE CHARGE,1.0,100.0,GST,0,,,,100.0,220.0,Closed
Invoice,2025-03-16T00:00:00,JTW101466,,Cardinia Shire Council,,TaxInclusive,1 HOURS LABOUR,1.0,100.0,GST,0,,,,100.0,220.0,Closed
Invoice,2025-03-16T00:00:00,JTW101467,,Cardinia Shire Council,,TaxInclusive,STANDARD ONSITE CHARGE,1.0,100.0,GST,0,,,,100.0,165.0,Closed
Invoice,2025-03-16T00:00:00,JTW101467,,Cardinia Shire Council,,TaxInclusive,1 HOURS LABOUR,0.5,100.0,GST,0,,,,50.0,165.0,Closed
Invoice,2025-03-16T00:00:00,JTW101468,,Mater Christi College,,TaxInclusive,SALTO ISO MIFARE CARD 1K WHT P,1.0,219.15,GST,0,,,,219.15,241.07,Closed
Invoice,2025-03-17T00:00:00,JTW101469,,Minaret College,,TaxInclusive,,1.0,1191.0,GST,0,,,,1191.0,3818.1,Closed
Invoice,2025-03-17T00:00:00,JTW101469,,Minaret College,,TaxInclusive,,4.0,570.0,GST,0,,,,2280.0,3818.1,Closed
Invoice,2025-03-17T00:00:00,JTW101470,,St Peters Primary School ,,TaxInclusive,STANDARD ONSITE CHARGE,1.0,100.0,GST,0,,,,100.0,4474.7,Closed
Invoice,2025-03-17T00:00:00,JTW101470,,St Peters Primary School ,,TaxInclusive,SALTO XS4 2.0 ETHERNET ONLINE ,1.0,1529.41,GST,0,,,,1529.41,4474.7,Closed
Invoice,2025-03-17T00:00:00,JTW101470,,St Peters Primary School ,,TaxInclusive,INSTALLATION ,1.0,450.0,GST,0,,,,450.0,4474.7,Closed
Invoice,2025-03-17T00:00:00,JTW101470,,St Peters Primary School ,,TaxInclusive,,1.0,570.5,GST,0,,,,570.5,4474.7,Closed
Invoice,2025-03-17T00:00:00,JTW101470,,St Peters Primary School ,,TaxInclusive,"CS 5 Amp Power Supply, with AC",1.0,199.0,GST,0,,,,199.0,4474.7,Closed
Invoice,2025-03-17T00:00:00,JTW101470,,St Peters Primary School ,,TaxInclusive,12V 7.0Ah Sealed Lead Acid Bat,1.0,22.0,GST,0,,,,22.0,4474.7,Closed
Invoice,2025-03-17T00:00:00,JTW101470,,St Peters Primary School ,,TaxInclusive,NEPTUNE Waterproof Maglock Sin,1.0,267.0,GST,0,,,,267.0,4474.7,Closed
Invoice,2025-03-17T00:00:00,JTW101470,,St Peters Primary School ,,TaxInclusive,NEPTUNE Z Bracket to suit NEWM,1.0,89.0,GST,0,,,,89.0,4474.7,Closed
Invoice,2025-03-17T00:00:00,JTW101470,,St Peters Primary School ,,TaxInclusive,,1.0,500.0,GST,0,,,,500.0,4474.7,Closed
Invoice,2025-03-17T00:00:00,JTW101470,,St Peters Primary School ,,TaxInclusive,SALTO MIFARE 1K FOB BLU FRAME ,2.0,110.5,GST,0,,,,221.0,4474.7,Closed
Invoice,2025-03-17T00:00:00,JTW101470,,St Peters Primary School ,,TaxInclusive,CONNECTORS/CABLE/CONDUIT,1.0,120.0,GST,0,,,,120.0,4474.7,Closed
Invoice,2025-03-18T00:00:00,JTW101471,,Minaret College,,TaxInclusive,STANDARD ONSITE CHARGE,1.0,100.0,GST,0,,,,100.0,1449.51,Closed
Invoice,2025-03-18T00:00:00,JTW101471,,Minaret College,,TaxInclusive,,1.0,1017.74,GST,0,,,,1017.74,1449.51,Closed
Invoice,2025-03-18T00:00:00,JTW101471,,Minaret College,,TaxInclusive,1 HOURS LABOUR,2.0,100.0,GST,0,,,,200.0,1449.51,Closed
Invoice,2025-03-18T00:00:00,JTW101472,,Eclat,,TaxInclusive,STANDARD ONSITE CHARGE,1.0,100.0,GST,0,,,,100.0,220.0,Closed
Invoice,2025-03-18T00:00:00,JTW101472,,Eclat,,TaxInclusive,1 HOURS LABOUR,1.0,100.0,GST,0,,,,100.0,220.0,Closed
Invoice,2025-03-18T00:00:00,JTW101473,,Cardinia Shire Council,,TaxInclusive,STANDARD ONSITE CHARGE,1.0,100.0,GST,0,,,,100.0,264.0,Closed
Invoice,2025-03-18T00:00:00,JTW101473,,Cardinia Shire Council,,TaxInclusive,1 HOURS LABOUR,1.0,100.0,GST,0,,,,100.0,264.0,Closed
Invoice,2025-03-18T00:00:00,JTW101473,,Cardinia Shire Council,,TaxInclusive, D/LATCH 530-12 SC 60MM B/SET,1.0,40.0,GST,0,,,,40.0,264.0,Closed
